1977/5/30,月,20.3,0.9,0
1977/5/31,火,20.7,11.5,0
1977/6/1,水,21,10.6,6
1977/6/2,木,19.9,0.4,89
1977/6/3,金,23.2,13.1,0
1977/6/4,土,22.1,8.5,0
1977/6/5,日,21.9,9.6,0
1977/6/6,月,22.1,2.9,0
1977/6/7,火,20.5,0.3,4
1977/6/8,水,22.5,11.4,0
1977/6/9,木,22.6,10.3,0
1977/6/10,金,20.7,0,15
1977/6/11,土,21.8,1.3,0
1977/6/12,日,23.6,9.1,1
1977/6/13,月,23.4,11.6,0
1977/6/14,火,22.3,13,0
1977/6/15,水,19.3,6.1,0
1977/6/16,木,20.9,0.4,1
1977/6/17,金,20.5,2,29
1977/6/18,土,20,1,9
1977/6/19,日,21.8,6.7,0
1977/6/20,月,20.5,5.4,0
1977/6/21,火,21.1,10.6,0
1977/6/22,水,19.9,1.3,0
1977/6/23,木,19.1,0.6,8
1977/6/24,金,19.8,0.1,23
1977/6/25,土,21,0.4,88
1977/6/26,日,23.3,8.4,0
1977/6/27,月,22.7,4.3,2
1977/6/28,火,22.9,7.7,8
1977/6/29,水,24.5,10.7,0
1977/6/30,木,23.5,0.1,0
1977/7/1,金,22.8,0,5
1977/7/2,土,25.9,12.7,0
1977/7/3,日,26,10,0
1977/7/4,月,25.2,4.8,0
1977/7/5,火,24.9,5,0
1977/7/6,水,24.6,4.7,0
1977/7/7,木,23.1,4.3,3
1977/7/8,金,22.9,12,0
1977/7/9,土,23.2,12.5,0
1977/7/10,日,24.4,3.7,1
1977/7/11,月,25.9,4.1,8
1977/7/12,火,24.7,7.3,0
1977/7/13,水,27.9,9.2,0
1977/7/14,木,30.2,12,0
1977/7/15,金,30,11.2,0
1977/7/16,土,28.7,12.4,0
1977/7/17,日,24.3,3.6,35
1977/7/18,月,24.9,7,4
1977/7/19,火,27,9.9,0
1977/7/20,水,25.2,10.1,0
1977/7/21,木,23.3,4.2,0
1977/7/22,金,24.8,12.2,0
1977/7/23,土,25,12.6,0
1977/7/24,日,26.1,13.1,0
1977/7/25,月,26.9,11.4,0
1977/7/26,火,26.9,11.5,0
1977/7/27,水,27.5,8.8,89
1977/7/28,木,25.9,6.2,70
1977/7/29,金,26.4,9.4,0
1977/7/30,土,26.9,9.4,0
1977/7/31,日,26.7,11.8,0
1977/8/1,月,27.1,10.2,0
1977/8/2,火,26.9,10.9,0
1977/8/3,水,27.3,10.7,0
1977/8/4,木,28.3,11,0
1977/8/5,金,28.7,11.1,0
1977/8/6,土,28,9.8,0
1977/8/7,日,25.4,7.6,0
1977/8/8,月,25.6,0.3,0
1977/8/9,火,27.2,8.6,13
1977/8/10,水,24.7,8.7,0
1977/8/11,木,25.4,8.8,0
1977/8/12,金,25.6,4,3
1977/8/13,土,24.1,0.7,16
1977/8/14,日,24.2,6.5,0
1977/8/15,月,25.8,6.6,0
1977/8/16,火,27.2,9.6,2
1977/8/17,水,26,1.8,30
1977/8/18,木,26.4,5.8,58
1977/8/19,金,25.9,6.5,0
1977/8/20,土,24.2,9.6,0
1977/8/21,日,24.1,3.3,0
1977/8/22,月,24.2,0.5,0
1977/8/23,火,25.5,9.7,0
1977/8/24,水,23.8,2.2,0
1977/8/25,木,24.7,7.6,0
1977/8/26,金,25.6,7.1,2
1977/8/27,土,23.9,3.9,9
1977/8/28,日,25.2,9.3,0
1977/8/29,月,25.7,8.1,0
1977/8/30,火,25.8,9.1,0
1977/8/31,水,25.1,8.8,0
1977/9/1,木,25.4,11,0
1977/9/2,金,26.1,6.5,0
1977/9/3,土,25.9,9.2,0
1977/9/4,日,25.2,9.8,19
1977/9/5,月,25,11.6,0
1977/9/6,火,24.7,6.4,5
1977/9/7,水,24,4.5,122
1977/9/8,木,24.1,4.3,35
1977/9/9,金,24.4,0.1,141
1977/9/10,土,26.5,8.2,15
1977/9/11,日,26.2,8.5,1
1977/9/12,月,25.8,10,0
1977/9/13,火,26.2,10.3,0
1977/9/14,水,26.4,10.7,0
1977/9/15,木,25.9,10.6,0
1977/9/16,金,22.3,9.4,0
1977/9/17,土,21.2,10.4,0
1977/9/18,日,24.2,10.5,0
1977/9/19,月,23,0,3
1977/9/20,火,24.1,11.8,0
1977/9/21,水,22.7,10.5,0
1977/9/22,木,21.4,3,0
1977/9/23,金,22,6.8,0
1977/9/24,土,22.3,1.5,0
1977/9/25,日,21,2.7,1
1977/9/26,月,21.3,0.3,0
1977/9/27,火,22.9,10.7,1
1977/9/28,水,21.1,5.4,0
1977/9/29,木,20.4,0,12
1977/9/30,金,20.5,0,12
1977/10/1,土,22.1,9.8,1
1977/10/2,日,22,7.8,0
1977/10/3,月,20,0,1
1977/10/4,火,18.8,2.3,9
1977/10/5,水,19,10.4,0
1977/10/6,木,19.9,9.8,0
1977/10/7,金,20.3,10.1,0
1977/10/8,土,19.7,0,18
1977/10/9,日,20.7,10.8,1
1977/10/10,月,18.5,3.3,0
1977/10/11,火,17.6,2.4,0
1977/10/12,水,16.2,8.5,0
1977/10/13,木,16.6,8.8,0
1977/10/14,金,18.4,8.3,0
1977/10/15,土,19.5,9.7,0
1977/10/16,日,19.9,9.9,0
1977/10/17,月,17.6,4,0
1977/10/18,火,18,10,0
1977/10/19,水,17.8,10.3,0
1977/10/20,木,16.5,8.9,0
1977/10/21,金,13.5,10.4,0
1977/10/22,土,15.2,10.3,0
1977/10/23,日,14.7,10.3,0
1977/10/24,月,14.7,10,0
1977/10/25,火,16.7,9.9,0
1977/10/26,水,17.9,9.5,0
1977/10/27,木,16.5,8.7,0
1977/10/28,金,16.9,6.9,0
1977/10/29,土,17.3,9.6,0
1977/10/30,日,18.5,8.6,0
1977/10/31,月,19.7,8.4,0
1977/11/1,火,20,3.4,7
1977/11/2,水,19.2,5.4,5
1977/11/3,木,17.2,7.4,0
1977/11/4,金,13.8,0,21
1977/11/5,土,17,6.5,0
1977/11/6,日,19.6,3.9,10
1977/11/7,月,19.2,5.1,1
1977/11/8,火,20.5,4,0
1977/11/9,水,16.9,9.9,0
1977/11/10,木,13.7,9.9,0
1977/11/11,金,13.1,9.9,0
1977/11/12,土,10.7,6.8,0
1977/11/13,日,12,0.3,0
1977/11/14,月,15.5,1.2,1
1977/11/15,火,14,3.2,0
1977/11/16,水,15.1,0,59
1977/11/17,木,19.5,0,67
1977/11/18,金,17.7,9.5,0
1977/11/19,土,14.5,9.2,0
1977/11/20,日,12.4,9,0
1977/11/21,月,11.5,9.5,0
1977/11/22,火,11.6,6.1,0
1977/11/23,水,8.5,8.7,0
1977/11/24,木,8.7,9.6,0
1977/11/25,金,8.9,7.2,0
1977/11/26,土,10.7,0,2
1977/11/27,日,13.9,7.6,6
1977/11/28,月,13.1,7.7,0
1977/11/29,火,10.4,7.2,0
1977/11/30,水,9.2,8.8,0
1977/12/1,木,7.2,8.8,0
1977/12/2,金,7.8,8.1,0
1977/12/3,土,7.5,9.3,0
1977/12/4,日,7.6,9,0
1977/12/5,月,11.2,3.3,0
1977/12/6,火,11,9.3,0
1977/12/7,水,9.6,6.6,0
1977/12/8,木,9.9,8.3,0
1977/12/9,金,10.1,7,0
1977/12/10,土,9.6,9.2,0
1977/12/11,日,9.9,8.9,0
1977/12/12,月,7.9,4.2,0
1977/12/13,火,7.8,8.8,0
1977/12/14,水,8.8,9,0
1977/12/15,木,11.6,2.2,0
1977/12/16,金,14.4,0,32
1977/12/17,土,12.2,4.2,0
1977/12/18,日,9.6,8.6,0
1977/12/19,月,7.7,8.3,0
1977/12/20,火,6.5,8.8,0
1977/12/21,水,6.1,6.4,0
1977/12/22,木,4.9,9.3,0
1977/12/23,金,4.1,7.5,0
1977/12/24,土,4.8,4.8,1
1977/12/25,日,7.7,0,6
1977/12/26,月,5,9.3,0
1977/12/27,火,6.2,8.5,0
1977/12/28,水,4.9,9.3,0
1977/12/29,木,5.8,6.9,0
1977/12/30,金,12.2,7.4,9
1977/12/31,土,12.3,0,12
1978/1/1,日,12.5,8.3,1
1978/1/2,月,7.6,8.8,0
1978/1/3,火,6.2,6.4,0
1978/1/4,水,5.5,8.5,0
1978/1/5,木,5.5,9.2,0
1978/1/6,金,6.7,8.1,0
1978/1/7,土,7.9,6.6,0
1978/1/8,日,5.9,2.8,4
1978/1/9,月,5.6,2.9,0
1978/1/10,火,2.5,8.8,0
1978/1/11,水,4.8,8.3,0
1978/1/12,木,7,7,0
1978/1/13,金,4.6,0,7
1978/1/14,土,9.5,8.4,6
1978/1/15,日,9.3,8.7,0
1978/1/16,月,6.2,5.4,0
1978/1/17,火,4.2,0.5,0
1978/1/18,水,5.7,1.1,0
1978/1/19,木,5.2,8.7,0
1978/1/20,金,4.9,9.4,0
1978/1/21,土,4.3,5.5,0
1978/1/22,日,1.8,4.9,0
1978/1/23,月,3.6,9.6,0
1978/1/24,火,3,0,11
1978/1/25,水,4.1,9.7,0
1978/1/26,木,5,5.9,5
1978/1/27,金,7.2,7.3,0
1978/1/28,土,6.1,0.2,0
1978/1/29,日,3.1,6.3,0
1978/1/30,月,3.8,5.6,0
1978/1/31,火,3.2,9.1,0
1978/2/1,水,0.7,8.2,0
1978/2/2,木,1.2,6.5,0
1978/2/3,金,0.7,7.5,0
1978/2/4,土,1.9,8.6,0
1978/2/5,日,4.1,2.6,0
1978/2/6,月,4.3,0.6,0
1978/2/7,火,5.3,8.1,0
1978/2/8,水,5.9,7.3,0
1978/2/9,木,5.9,3.5,2
1978/2/10,金,10.5,3.5,4
1978/2/11,土,8.6,4.6,0
1978/2/12,日,3.5,0,6
1978/2/13,月,5.2,9.3,0
1978/2/14,火,3.4,6.9,0
1978/2/15,水,3.4,8.8,0
1978/2/16,木,1.1,10.5,0
1978/2/17,金,2.7,9.7,0
1978/2/18,土,2.2,10,0
1978/2/19,日,2.1,9.6,0
1978/2/20,月,4.3,9,0
1978/2/21,火,4.5,9.8,0
1978/2/22,水,3.5,7.7,0
1978/2/23,木,3.9,8.8,0
1978/2/24,金,3.6,10.7,0
1978/2/25,土,3.6,6.6,0
1978/2/26,日,3.6,10.8,0
1978/2/27,月,6.7,9.6,0
1978/2/28,火,7.2,1.5,18
1978/3/1,水,3.2,8.6,0
1978/3/2,木,5.5,11,0
1978/3/3,金,6.7,9.6,0
1978/3/4,土,9.2,0.2,7
1978/3/5,日,7.6,9,0
1978/3/6,月,5.9,10.2,0
1978/3/7,火,7.3,8.8,0
1978/3/8,水,8.5,9.3,0
1978/3/9,木,9.5,7.6,5
1978/3/10,金,10,4.7,16
1978/3/11,土,5.8,6.5,0
1978/3/12,日,4.7,7.5,0
1978/3/13,月,3.6,8.9,0
1978/3/14,火,4.4,9.4,0
1978/3/15,水,5.3,10.6,0
1978/3/16,木,6.5,10.9,0
1978/3/17,金,7.9,11.1,0
1978/3/18,土,7.6,6.2,4
1978/3/19,日,9.9,10.3,11
1978/3/20,月,8.6,11.3,0
1978/3/21,火,6.7,0.3,14
1978/3/22,水,9.8,6,2
1978/3/23,木,7.4,11.4,0
1978/3/24,金,7.9,11.4,0
1978/3/25,土,8.1,9.7,0
1978/3/26,日,12,11.3,0
1978/3/27,月,10.4,10.6,0
1978/3/28,火,11.8,2.6,21
1978/3/29,水,11,11.5,0
1978/3/30,木,11.2,9.3,0
1978/3/31,金,9.5,8,0
1978/4/1,土,9.6,11.4,0
1978/4/2,日,9.4,0.2,5
1978/4/3,月,9.1,6.5,9
1978/4/4,火,9.2,11.8,0
1978/4/5,水,10.3,11,0
1978/4/6,木,12.7,0.9,85
1978/4/7,金,9.5,11.4,0
1978/4/8,土,11.5,11.6,0
1978/4/9,日,14.3,11.1,0
1978/4/10,月,16.1,11.1,0
1978/4/11,火,13,5.8,3
1978/4/12,水,14,4.6,13
1978/4/13,木,11.6,4.6,10
1978/4/14,金,11.2,11.7,0
1978/4/15,土,14.9,11,0
1978/4/16,日,17.8,1.1,3
1978/4/17,月,14.6,0,0
1978/4/18,火,13.3,0,2
1978/4/19,水,15.2,11.5,0
1978/4/20,木,16.2,8.5,0
1978/4/21,金,11.4,4.5,0
1978/4/22,土,12.8,10.7,0
1978/4/23,日,14.6,2.2,0
1978/4/24,月,16.3,3.4,0
1978/4/25,火,16.1,10.4,0
1978/4/26,水,13.5,12.5,0
1978/4/27,木,14.6,10.1,0
1978/4/28,金,16.1,8.2,0
1978/4/29,土,15,0,8
1978/4/30,日,16.9,0,6
1978/5/1,月,19.6,5.5,2
1978/5/2,火,18.6,11.1,3
1978/5/3,水,15.4,8.5,0
1978/5/4,木,17.8,4.9,0
1978/5/5,金,18.5,10.1,0
1978/5/6,土,14.5,0,3
1978/5/7,日,13.6,0.1,9
1978/5/8,月,17.7,8.4,0
1978/5/9,火,18.3,1.1,2
1978/5/10,水,18.3,0,11
1978/5/11,木,16.4,0,9
1978/5/12,金,15.7,10.6,0
1978/5/13,土,17.9,9.2,0
1978/5/14,日,17.9,7.6,0
1978/5/15,月,17.2,11.2,0
1978/5/16,火,18.3,9.4,0
1978/5/17,水,18.6,4.8,1
1978/5/18,木,17.5,0,33
1978/5/19,金,19.6,4.3,42
1978/5/20,土,19.2,9.9,0
1978/5/21,日,19.5,11.9,0
1978/5/22,月,18.9,11.3,0
1978/5/23,火,18.2,9.4,0
1978/5/24,水,19.7,9,0
1978/5/25,木,20.3,9,0
1978/5/26,金,20,9.5,0
1978/5/27,土,20.5,12,0
1978/5/28,日,21.9,10.1,0
1978/5/29,月,21,1.9,2
1978/5/30,火,18.2,3.4,11
1978/5/31,水,15.9,10.1,0
1978/6/1,木,20.2,11.9,0
1978/6/2,金,17.7,10.3,0
1978/6/3,土,18.4,7.5,0
1978/6/4,日,18.1,0.3,14
1978/6/5,月,20.2,12.1,0
1978/6/6,火,21,11,0
1978/6/7,水,20.2,10.3,0
1978/6/8,木,20.2,12.6,0
1978/6/9,金,21.1,11.7,0
1978/6/10,土,21.3,10,0
1978/6/11,日,20.6,0.5,27
1978/6/12,月,21.3,0.7,1
1978/6/13,火,22,7.7,4
1978/6/14,水,22.8,12.6,0
1978/6/15,木,23.6,10,24
1978/6/16,金,24.6,2.8,1
1978/6/17,土,25.1,6.6,3
1978/6/18,日,25.6,11.4,0
1978/6/19,月,25.1,6,3
1978/6/20,火,24.9,4.1,34
1978/6/21,水,24.6,3.3,2
1978/6/22,木,23.3,1.3,11
1978/6/23,金,22.1,0.2,77
1978/6/24,土,22.7,0.1,9
1978/6/25,日,23.2,0.1,3
1978/6/26,月,24.5,7.5,0
1978/6/27,火,26.2,3.7,1
1978/6/28,水,24.5,5.9,3
1978/6/29,木,23.5,5.3,0
1978/6/30,金,22.3,0,12
1978/7/1,土,23,1.2,3
1978/7/2,日,24.6,7.5,0
1978/7/3,月,25.9,9.8,0
1978/7/4,火,27.5,11.1,0
1978/7/5,水,28.6,10.6,0
1978/7/6,木,27,11,0
1978/7/7,金,27,8.2,0
1978/7/8,土,27.6,8.1,0
1978/7/9,日,27,6.7,0
1978/7/10,月,27.4,9.8,5
1978/7/11,火,26.6,8.6,1
1978/7/12,水,24.2,1,51
1978/7/13,木,25.2,5.8,11
1978/7/14,金,26.2,12.7,0
1978/7/15,土,26.1,7.4,0
1978/7/16,日,25.3,9.7,0
1978/7/17,月,25.5,11.9,0
1978/7/18,火,26.5,8.9,3
1978/7/19,水,26.6,11.1,0
1978/7/20,木,27.4,9.3,0
1978/7/21,金,27.5,10.6,5
1978/7/22,土,26.5,7.7,10
1978/7/23,日,27.1,13.1,0
1978/7/24,月,27.7,7.8,0
1978/7/25,火,27,7.2,0
1978/7/26,水,26.2,10.5,0
1978/7/27,木,26.5,12.8,0
1978/7/28,金,27.1,11.6,0
1978/7/29,土,26.6,7.4,5
1978/7/30,日,26.6,12,0
1978/7/31,月,27.6,12.6,0
1978/8/1,火,29.5,12.8,0
1978/8/2,水,28.2,4.3,1
1978/8/3,木,28.3,5.1,1
1978/8/4,金,28.3,8.8,0
1978/8/5,土,28.3,11.4,0
1978/8/6,日,27.4,11.5,0
1978/8/7,月,27.1,9.4,0
1978/8/8,火,27.5,7.4,0
1978/8/9,水,28,10,0
1978/8/10,木,27.7,11.3,0
1978/8/11,金,28.8,12.2,0
1978/8/12,土,27.8,11.4,0
1978/8/13,日,27.1,10.1,0
1978/8/14,月,27.5,12.2,7
1978/8/15,火,27.4,8.2,0
1978/8/16,水,27.9,7.8,3
1978/8/17,木,26,1.9,27
1978/8/18,金,27.2,9.2,0
1978/8/19,土,27,7.3,7
1978/8/20,日,27.2,6.5,5
1978/8/21,月,27.8,11.1,6
1978/8/22,火,29.2,9.9,0
1978/8/23,水,28.9,12.3,0
1978/8/24,木,29,11.2,0
1978/8/25,金,25.6,10.6,0
1978/8/26,土,25.1,11.4,0
1978/8/27,日,25.5,10.7,0
1978/8/28,月,25.8,10.7,0
1978/8/29,火,25.8,10.9,0
1978/8/30,水,25.6,9.6,0
1978/8/31,木,26,10.7,0
1978/9/1,金,26.5,9,0
1978/9/2,土,25.2,11.1,0
1978/9/3,日,25.5,0.9,0
1978/9/4,月,27,5.9,0
1978/9/5,火,26.7,6.9,9
1978/9/6,水,24.6,7.2,0
1978/9/7,木,24.7,9.3,0
1978/9/8,金,23.8,10.3,0
1978/9/9,土,25.2,10.8,0
1978/9/10,日,26.7,6.6,0
1978/9/11,月,24.9,6.3,8
1978/9/12,火,19.7,0,50
1978/9/13,水,21.9,2.6,1
1978/9/14,木,23.9,2.2,0
1978/9/15,金,24.5,2.4,0
1978/9/16,土,26,6.2,21
1978/9/17,日,25,11.2,0
1978/9/18,月,23.8,10.6,0
1978/9/19,火,23.5,10.8,0
1978/9/20,水,23.7,8.9,0
1978/9/21,木,24.1,5.8,0
1978/9/22,金,22.4,1.2,1
1978/9/23,土,21.5,3.4,26
1978/9/24,日,22.2,7.3,29
1978/9/25,月,22.3,8.9,0
1978/9/26,火,23.2,7.4,0
1978/9/27,水,20.2,2.3,0
1978/9/28,木,20.6,0.1,0
1978/9/29,金,21.4,0.1,63
1978/9/30,土,22.9,3.2,0
1978/10/1,日,20.9,10.3,4
1978/10/2,月,20,10.9,0
1978/10/3,火,19.9,10.7,0
1978/10/4,水,21,10.7,0
1978/10/5,木,18,0,24
1978/10/6,金,17.4,2.9,8
1978/10/7,土,17.8,8.3,0
1978/10/8,日,17.7,7.8,0
1978/10/9,月,18.5,9.5,0
1978/10/10,火,19.5,3.3,25
1978/10/11,水,19.5,6.7,0
1978/10/12,木,19,8.8,0
1978/10/13,金,16.1,4.4,0
1978/10/14,土,15.2,5.5,0
1978/10/15,日,15.7,0,12
1978/10/16,月,17.9,10.4,0
1978/10/17,火,15.1,4.4,0
1978/10/18,水,16.2,0.4,1
1978/10/19,木,19.4,6.3,9
1978/10/20,金,19.4,10.3,0
1978/10/21,土,16.7,10.3,0
1978/10/22,日,13.6,10.2,0
1978/10/23,月,15,9.7,0
1978/10/24,火,16.9,0.4,0
1978/10/25,水,18.8,8.1,0
1978/10/26,木,16.9,2.4,0
1978/10/27,金,18.7,1.3,14
1978/10/28,土,20.4,0.5,18
1978/10/29,日,14.9,0,24
1978/10/30,月,13.8,8.6,0
1978/10/31,火,13.8,9.4,0
1978/11/1,水,14.6,9.8,0
1978/11/2,木,14.4,9.8,0
1978/11/3,金,12.2,9.8,0
1978/11/4,土,11.7,8.9,0
1978/11/5,日,12.6,9.8,0
1978/11/6,月,15.3,9.1,0
1978/11/7,火,14.5,3.3,0
1978/11/8,水,13.6,8.6,0
1978/11/9,木,14.3,9.5,0
1978/11/10,金,12.6,4.2,0
1978/11/11,土,13.6,5.8,0
1978/11/12,日,12.8,0,3
1978/11/13,月,13.9,0,19
1978/11/14,火,14.9,7.8,0
1978/11/15,水,13.9,6.9,0
1978/11/16,木,12.8,9.5,0
1978/11/17,金,13.5,2.4,0
1978/11/18,土,14.4,7.5,7
1978/11/19,日,15.3,6.5,1
1978/11/20,月,11.5,9.3,0
1978/11/21,火,10.5,9.6,0
1978/11/22,水,11,9.5,0
1978/11/23,木,11.4,3.2,0
1978/11/24,金,11.2,6.4,0
1978/11/25,土,10.1,9,0
1978/11/26,日,11.7,1.7,13
1978/11/27,月,13.6,0.6,15
1978/11/28,火,10.3,8.4,0
1978/11/29,水,7.4,7.8,0
1978/11/30,木,9.4,9.5,0
1978/12/1,金,8.2,9.4,0
1978/12/2,土,9.8,0.1,2
1978/12/3,日,10.1,9.2,0
1978/12/4,月,9.1,2.9,7
1978/12/5,火,9.5,9.2,0
1978/12/6,水,7.7,9.1,0
1978/12/7,木,6.2,9.1,0
1978/12/8,金,8.4,8.4,0
1978/12/9,土,10.9,7.7,0
1978/12/10,日,13.2,0.6,9
1978/12/11,月,9.4,8.7,0
1978/12/12,火,5.7,8.6,0
1978/12/13,水,7.9,8.1,0
1978/12/14,木,11.9,5.7,0
1978/12/15,金,12,6.3,0
1978/12/16,土,9.8,7.3,0
1978/12/17,日,11.2,8.7,0
1978/12/18,月,10.6,8.9,0
1978/12/19,火,7.8,6.5,0
1978/12/20,水,4.7,9.2,0
1978/12/21,木,4.1,9.2,0
1978/12/22,金,4.1,3.5,0
1978/12/23,土,5,0.4,11
1978/12/24,日,7.9,9.2,0
1978/12/25,月,6.3,8,0
1978/12/26,火,5.2,8.6,0
1978/12/27,水,7.8,7.9,0
1978/12/28,木,9.4,0.1,0
1978/12/29,金,6.6,5.7,0
1978/12/30,土,2.6,9.2,0
1978/12/31,日,2.3,9,0
1979/1/1,月,5.2,9.1,0
1979/1/2,火,6,8,0
1979/1/3,水,6.1,6.4,0
1979/1/4,木,8.4,9,0
1979/1/5,金,8.4,8.4,0
1979/1/6,土,8,9.2,0
1979/1/7,日,8.4,7.6,9
1979/1/8,月,7.2,8.7,0
1979/1/9,火,9.1,8.8,0
1979/1/10,水,7.7,6.5,0
1979/1/11,木,8.7,9,0
1979/1/12,金,5.3,1.2,0
1979/1/13,土,5.4,6.3,0
1979/1/14,日,5.1,7.6,0
1979/1/15,月,4.5,3.2,0
1979/1/16,火,3.8,9.1,0
1979/1/17,水,5.1,6.9,0
1979/1/18,木,4.8,0,3
1979/1/19,金,2.9,8,0
1979/1/20,土,3.4,9.4,0
1979/1/21,日,6,4.2,0
1979/1/22,月,3.8,9.6,0
1979/1/23,火,4.1,6.2,0
1979/1/24,水,6.3,8.9,0
